external_exercise_id,ymove_title,final_italian_name,approved_italian_name,researched_italian_name,intelligent_italian_name,translation_status,source_confidence
1a3c2a1d-eb55-4199-8f9c-6d332c824c5d,Kettlebell swing - American style,Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
210c81cd-983c-4267-8514-b14090b038be,Kettlebell Swing (Single Arm),Kettlebell monopodalico Kettlebell,,,Kettlebell monopodalico Kettlebell,review_required,
7cbbde6d-73c7-4f94-a217-927d3bbdfd2b,Kettlebell Swing (Two Hand),Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
9fd5a38f-6dc0-40dd-898f-c5ec90cec9c3,Kettlebell Thruster,Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
d8fcf6e7-3746-4f01-a943-fe45aed0fd31,Kettlebell Thruster,Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
c3304243-1d9e-41b1-a01c-9ddd8f9edff8,Kettlebell Turkish Get-Up (Lunge style),Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
ab569da1-869a-4f74-b7f8-2f0a6e90e547,Kettlebell Turkish Get-Up (Lunge style) v2,Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
948e5256-8830-43b3-a28a-ddcb050373ed,Kettlebell Turkish Get-Up (Lunge style)(1),Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
75a4cce2-a779-4b2e-b5e1-94f8587eda7b,Kettlebell Windmill,Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
9b0e714f-6b42-40d9-941c-71bca4da5eef,Knee pseudo pushups,Push-up,,,Push-up,review_required,
d33da8f6-37a9-4730-8399-c4c5be3a7f00,Knee push ups,Push-up,,,Push-up,review_required,
36034a77-8bbc-46c9-bf91-1c310704bf3b,Knee raise marches,Alzata,,,Alzata,generated,
f50de65b-ab30-4b37-a472-d4cab681916c,Knee raises,Alzata,,,Alzata,review_required,
0b7f1b84-6cb0-4875-824b-e86272668a2a,Knee raises (Hanging),Alzata,,,Alzata,review_required,
c8b7a380-562e-4ad2-8dfc-7a29b5c56418,Knee to Chest Stretch (L),Allungamento,,,Allungamento,review_required,
dd76f6bd-dddd-4f97-bf96-29048ec2547e,Knee to Chest Stretch (R),Allungamento,,,Allungamento,review_required,
e73256fc-b329-4dfa-834b-d0c485bcad72,Knee tucked Side plank up and downs (Left),Plancia,,,Plancia,review_required,
c9d2b9a8-7f3e-4b5f-9012-e8c17b80de07,Knee tucked Side plank up and downs (right,Plancia,,,Plancia,review_required,
ac6026af-173a-4357-ac12-2c7440a71a5d,Kneeling jump squat,in ginocchio Squat,,,in ginocchio Squat,review_required,
7f8e01f5-2b17-487f-aa3a-5614b629ade2,L dumbbell raises,Manubrio Manubrio,,,Manubrio Manubrio,generated,
bb2079e0-031b-4b5c-873d-8c5202fc33d7,L-sit hold (dip bar or paralettes)1,Dip,,,Dip,review_required,
92d81e10-c495-4bf9-b205-a079f8711097,L-sit to tucked L-sit,L-sit to tucked L-sit,,,L-sit to tucked L-sit,review_required,
920d96cd-7857-4720-9bea-21b23b124b64,Lat Pulldown,Lat machine,Lat machine,,Lat machine,review_required,
6f53a194-8a37-42ec-87f1-2bfed82e9006,Lat Pulldown (Reverse Grip),Lat machine,,,Lat machine,review_required,
1dfe9e16-f3bf-45c3-9536-b818c03d8bb8,Lat Pulldown with V-Grip,Lat machine,,,Lat machine,review_required,
b2ad9e74-2fdf-4cd2-b748-1449f2622216,Lateral leg swing,Lateral leg swing,,,Lateral leg swing,review_required,
50f6c403-a7eb-4c43-9723-c9c4ee7defc7,Lateral neck stretch (left),laterale Allungamento,,,laterale Allungamento,review_required,
dfbfc890-af85-4be4-a8c6-782f666f538d,Lateral neck stretch (right),laterale Allungamento,,,laterale Allungamento,review_required,
af2d3f82-2917-4e21-8df6-7acaf5f78ad5,Laying leg raises to windshield wipers,Sollevamento gambe,,,Sollevamento gambe,review_required,
3941270c-ad35-40bf-9906-e9c6d24ba777,Leg Extension,Leg extension,,,Leg extension,review_required,
753a6d81-dbea-453c-8daf-c8b56f366409,Leg Extension,Leg extension,,,Leg extension,review_required,
954de3a1-ff07-403b-9ad3-c172b2d90171,Leg Extensions,Leg extension,,,Leg extension,review_required,
844b8994-0c7a-477d-ab48-91b2d8ef75b0,Leg Press,Pressa per gambe,,,Pressa per gambe,review_required,
bcd8c3d9-5c9b-4a97-8b30-0e85de2488ff,Leg Press,Pressa per gambe,,,Pressa per gambe,review_required,
68814908-0678-4931-af0e-0fced0d2022a,Leg Press Calf Raise,Pressa per gambe,,,Pressa per gambe,generated,
952c06b0-359b-4e38-adfd-c352723ab865,Leg Press Calf Raise,Pressa per gambe,,,Pressa per gambe,generated,
bbc9368f-e232-4081-bd5c-235c928eccb3,Leg Press Close Stance,presa stretta Pressa per gambe,,,presa stretta Pressa per gambe,review_required,
13351b5d-ef3f-4c6b-9f47-df62202d32b2,Leg Press Close Stance - Glute Focus,presa stretta Pressa per gambe,,,presa stretta Pressa per gambe,review_required,
639e71b2-5c79-4125-ad31-1c073b8b073f,Leg Press Medium Stance,Pressa per gambe,,,Pressa per gambe,review_required,
5894b913-11b8-47b6-8f0f-63b8ad0bd469,Leg Press Wide Stance,presa larga Pressa per gambe,,,presa larga Pressa per gambe,review_required,
a97548ad-e559-4380-a6b0-50cc210031b2,Leg raises,Sollevamento gambe,,,Sollevamento gambe,review_required,
b7c0fca8-8f01-4c48-bea3-b691939e92bc,Lever Squat (Medium Stance),Squat,,,Squat,review_required,
2b82f2db-8edd-4904-af32-6fcf4c0d24d9,Lotus pose,Lotus pose,,,Lotus pose,review_required,
8f181782-a135-49c5-91df-de5985c69ac7,Low Cable Crossover,Cavo Cavo,,,Cavo Cavo,generated,
cf8eef3a-8539-410a-9dac-da29caf914d6,Low Cable Curl V-Bar,Cavo Cavo,,,Cavo Cavo,generated,
40811c61-7369-4803-afc0-fa7b90f90522,Low Cable Rope Curl,Cavo Cavo,,,Cavo Cavo,generated,
412c612e-1822-4a22-aa3c-2461fd23a211,Low Cable Row,Cavo Cavo,,,Cavo Cavo,generated,
b0cc57d7-7d6b-48ad-a9bc-a3dc309ea72b,Low lunge (left),Affondo,,,Affondo,review_required,
579695a3-b21a-4fe5-83fd-1bd47bfd2592,Low lunge (right),Affondo,,,Affondo,review_required,
51f8b5e9-3c10-4727-820a-ba77857a46b2,Lunge matrix,Affondo,,,Affondo,review_required,
e6286746-6da7-492e-9dc2-0688edeff3a9,Lunge With Spinal Twist,Affondo,,,Affondo,review_required,
bcfe96da-42de-445b-85bc-44afa2789f77,Lunges,Affondo,,,Affondo,review_required,
4eed07c2-fe85-409d-9f81-a4872e8ffb9e,Lunges (Left),Affondo,,,Affondo,review_required,
de1d910d-89b5-4f79-9459-6fefa1dbf525,Lunges (Right),Affondo,,,Affondo,review_required,
5aea090d-1bca-427b-8960-c01f7a6f0211,Lunges body weight,Affondo,,,Affondo,review_required,
497b7319-b2dc-4886-8ced-fdf14a08bb97,Lying Barbell Front Raise,Da sdraiato Bilanciere Alzata frontale,,,Da sdraiato Bilanciere Alzata frontale,generated,
babede27-efe6-473b-85a8-6ef01ce3fab7,Lying Barbell Skull Crusher,Da sdraiato Bilanciere Bilanciere,,,Da sdraiato Bilanciere Bilanciere,generated,
cfa05b32-b753-4e84-a73f-1c2a92606930,Lying Dumbbell Skull Crusher,Da sdraiato Manubrio Manubrio,,,Da sdraiato Manubrio Manubrio,generated,
ff106b50-02bd-4962-b9f0-ddbe247b8b3e,Lying Dumbbell Tricep Extension,Da sdraiato Manubrio Estensione,,,Da sdraiato Manubrio Estensione,generated,
a1b684f7-6cf3-41a7-9c1f-2321a8e0847a,Lying Dumbbell Tricep Extension - One arm,Da sdraiato Manubrio Estensione,,,Da sdraiato Manubrio Estensione,generated,
3e840d86-0fd5-4ac2-b152-2bcc8ecc67c3,Lying elbow to knee crunch,Da sdraiato Crunch,,,Da sdraiato Crunch,review_required,
fd2a8e1f-3efb-4e11-89fb-a479b7bf4a06,Lying EZ Bar Curl,Da sdraiato Curl,,,Da sdraiato Curl,review_required,
49ec0843-8680-48cd-bdf2-e871d435b583,Lying knee tucks,Lying knee tucks,,,Lying knee tucks,review_required,
23b96196-f154-4450-a2cd-fdc35af2e60c,Lying Leg Curl,Da sdraiato Leg curl,,,Da sdraiato Leg curl,review_required,
73f9f38e-cd72-4e0c-995a-e7698aab8408,Lying leg raises with crunch,Da sdraiato Sollevamento gambe,,,Da sdraiato Sollevamento gambe,review_required,
b2a0896a-3900-4a82-bd7d-30e4b74687e9,Lying oblique crunch,Da sdraiato Crunch,,,Da sdraiato Crunch,review_required,
48700743-f688-42d8-99ed-8c1b223d1f55,Lying Overhead Triceps Extension,Da sdraiato Estensione,,,Da sdraiato Estensione,review_required,
5e98b09d-e4aa-4ddb-aadf-02e18b6c16ac,Lying toe reaches,Lying toe reaches,,,Lying toe reaches,review_required,
2dbfdf97-301b-423d-a27c-7485137e50f4,Machine Bicep Curl,Machine Machine,,,Machine Machine,generated,
bf22d9ad-1aac-47e5-8e6f-f6072b868a6d,Machine Chest Fly,Machine Apertura petto,,,Machine Apertura petto,generated,
ae4a7149-9cfb-481e-bece-49ec526c8487,Machine Glute Kickback Both Legs,Machine Machine,,,Machine Machine,generated,
7c8e22b4-159b-4f19-8100-e05428bf1b1f,Machine Glute Kickback Single Leg,Machine monopodalico Machine,,,Machine monopodalico Machine,generated,
3ffba4ed-c3ae-4727-b5dc-31823f5d3358,Machine Lateral Raise,Machine laterale Alzata laterale,,,Machine laterale Alzata laterale,generated,
23781248-d4d6-418e-a5a0-932abb0ca32b,Machine Reverse Fly,Machine Machine,,,Machine Machine,generated,
d93f6d37-76e1-4cdc-a39e-d39beabf97d5,Machine Shoulder Press,Machine Spalla,,,Machine Spalla,generated,
6f402009-67c2-484f-bc92-6090cc9a7ed4,Machine Shoulder Press Neutral Grip,Machine presa neutra Spalla,,,Machine presa neutra Spalla,generated,
26f5654e-6c1f-4418-b336-0317edc13415,Medicine Ball Reverse Crunch,palla medica Palla medica,,,palla medica Palla medica,review_required,
94e2b3e2-d8e5-4f3b-8b77-5368023e25eb,Mid Row Machine,Machine Machine,,,Machine Machine,generated,
7ade83ba-d8c1-4947-aab0-8a15506c70e5,Mountain climber cross body tuck,Arrampicata montana,,,Arrampicata montana,review_required,
6c8af30b-31f1-4c84-b394-b4293607cf4f,Mountain climbers,Arrampicata montana,,,Arrampicata montana,review_required,
8085b2a3-fc64-478c-b93a-bf86dab46fc0,Mountain climbers,Arrampicata montana,,,Arrampicata montana,review_required,
4dd34460-26de-41b4-ba9f-66bcf4ed8e63,Mountain Climbers,Arrampicata montana,,,Arrampicata montana,review_required,
7a21c59b-ee5d-4f55-867f-31ca24c8003b,Mountain Climbers,Arrampicata montana,,,Arrampicata montana,review_required,
a5d77dca-e151-4f73-aadb-890366fe8abf,Mountain climbers into shoulder taps,Arrampicata montana,,,Arrampicata montana,review_required,
be5fae80-4b05-4196-8f3f-61d2c106ab32,Mountain pose,Mountain pose,,,Mountain pose,review_required,
1b83ce89-e537-4d37-be07-af8b5c192edd,My Side Bend Stretch (L),Allungamento,,,Allungamento,review_required,
697e0018-b1bd-4035-9ced-5a446cd66caa,narrow squats chair,presa stretta Squat,,,presa stretta Squat,review_required,
3bb357f4-d722-42e5-9c1f-166f2a2e91f2,neck stretch,Allungamento,,,Allungamento,review_required,
fa6a3579-8bbe-47ab-b0dc-4d0545f16a34,Negative pull ups,negativo Tirata,,,negativo Tirata,review_required,
b93996af-6946-4cf8-88e0-792b1f545750,Neutral Grip Lat Pulldown,Lat machine,,,Lat machine,review_required,
3b69631f-65b9-4af3-9c65-5739375e3dfb,Normal grip pull ups (Full range of motion,parziale Tirata,,,parziale Tirata,review_required,
85d78505-04b8-4cf6-b277-c215eeb462a7,Oblique Crunches,Crunch,,,Crunch,review_required,
93e53831-f499-4d0b-b266-120445c24555,Oblique Crunches,Crunch,,,Crunch,review_required,
70ac8f96-201b-4bd7-9ac5-f72e3aca2748,One Arm Dumbbell Bench Press - with rotation,Manubrio panca Panca,,,Manubrio panca Panca,generated,
4e6181e0-c20f-4449-91e7-48d1eef1f268,One arm Dumbbell Floor Press alternating,Manubrio a terra Manubrio,,,Manubrio a terra Manubrio,generated,
d30b1013-b7ae-47da-847e-e58e9ea770cc,One arm dumbbell fly,Manubrio Manubrio,,,Manubrio Manubrio,generated,
c5a9becd-0051-47b0-9e75-ed52fedd6d44,One-Arm Dumbbell Row bench,Manubrio Manubrio,,,Manubrio Manubrio,generated,
eff7ae70-1117-4d71-a35f-15db81a16242,One-Arm Kettlebell Military Press,Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
79b0e11d-db13-4542-a7ac-7f666485f1fa,One-Arm Kettlebell Snatch - From ground,Kettlebell a terra Kettlebell,,,Kettlebell a terra Kettlebell,review_required,
4fcd55ed-a563-4f9f-b43c-4b4ea35e5cc4,One-Arm Kettlebell Snatch from ground,Kettlebell a terra Kettlebell,,,Kettlebell a terra Kettlebell,review_required,
2e6e0a8a-ab5d-4f00-a6b4-c1f025190b79,One-Arm Side Laterals (L),One-Arm Side Laterals (L),,,One-Arm Side Laterals (L),review_required,
40e40492-ae55-417f-8391-2e6ea6c170d9,One-Arm Side Laterals (R),One-Arm Side Laterals (R),,,One-Arm Side Laterals (R),review_required,
4001ef61-57a1-4f18-8c0b-8167e15c6832,Open and close jumping jacks,presa stretta Salto,,,presa stretta Salto,review_required,
601cae63-a0d3-4f10-9a7f-114a5eb033e0,Over and under,Over and under,,,Over and under,review_required,
acaa8104-8a71-43bb-83ca-6a5c8085a3d8,Over and under (Left),Over and under (Left),,,Over and under (Left),review_required,
037a9f51-9b02-4404-979a-6ad18f62fc9d,Overhead Cable Curl,Cavo Cavo,,,Cavo Cavo,generated,
26098d10-600c-4876-ac19-e9fcac2ef835,Overhead Cable Rope Extension,Cavo Estensione,,,Cavo Estensione,generated,
6413b465-6df0-4e2c-9f4b-ae36dc70ebbf,Overhead Cable Tricep Extension,Cavo Estensione,,,Cavo Estensione,generated,
36aec113-771d-4ec9-854f-81f29e00cdd2,Overhead Lunge,Affondo,,,Affondo,review_required,
24c4168e-f900-4e8b-8969-cd32dba34d6c,Overhead Squat,Squat,,,Squat,review_required,
371215cb-72ef-4039-8192-472234289504,Pec Deck Fly,Pec deck,,,Pec deck,review_required,
27be2ac3-3b68-4ef8-94ab-e6bfb5ba4076,Pendlay Rows,Rematore,,,Rematore,review_required,
04fccb0f-58a7-44b2-8676-573faad17634,Pike hold knee bends,Pike hold knee bends,,,Pike hold knee bends,review_required,
3882e700-1ad7-4b71-932a-6ee8983e50b2,Pike push ups,Push-up,,,Push-up,review_required,
61410917-4fb1-41f8-86d5-16dc88fe380b,Plank,Plancia,,,Plancia,review_required,
7e35442f-7c48-4d32-8e18-2761542f9b17,Plank,Plancia,,,Plancia,review_required,
2640441e-fc3e-46e7-87ee-77f25ed81d32,Plank elbow to knee,Plancia,,,Plancia,review_required,
364dc379-ca4e-4fe2-9d95-684619a8b693,Plank in and outs,Plancia,,,Plancia,review_required,
ac0cb7cb-0988-4591-9d99-716502691f26,Plank jack into jumping jacks,Plancia,,,Plancia,review_required,
39a6eaa7-efb4-455f-942f-e53ed5a9b526,Plank jacks,Plancia,,,Plancia,review_required,
f93fa069-3b1d-41f0-bb26-2322bc4ea1c1,Plank kick out,Plancia,,,Plancia,review_required,
49739b94-19b6-4ec3-aa93-53e7c4824918,Plank on elbows,Plancia,,,Plancia,review_required,
1eab35ce-2d24-4908-8d60-082cf1f7ab74,Plank pose,Plancia,,,Plancia,review_required,
f6489ee0-7630-4041-ae1d-8e620b58883b,Plank SeeSaw,Plancia,,,Plancia,review_required,
2c7167fd-5e7e-444f-b7a8-291e362e638c,Plank shoulder taps,Spalla,,,Spalla,review_required,
73368005-c7ae-4086-b7e5-31963e96af4d,Plank shoulder taps into reaches,Spalla,,,Spalla,review_required,
38ef796b-7e3c-4370-9452-72b924837216,Plank Side Arm Reach Dynamic,dinamico Plancia,,,dinamico Plancia,review_required,
c2b2d15f-5841-45a2-87e4-503101f3422e,Plank to knee tap,Plancia,,,Plancia,review_required,
e4241c30-f7d8-4051-85d7-7a95e221bf8c,Plank toe touches,Plancia,,,Plancia,review_required,
980a6af6-f72f-4e21-bfcf-4253622d507d,Plate Front Raise,con disco Alzata frontale,,,con disco Alzata frontale,generated,
6d78b4e0-d8b4-4cd2-8e0b-ab6d559b717d,Plie Dumbbell Squat,Manubrio Manubrio,,,Manubrio Manubrio,generated,
8e7c3c00-5f0b-40b1-b64d-84b78fa6ec93,Plow pose,Plow pose,,,Plow pose,review_required,
cbe360e8-fa98-4793-b327-c2769ac69943,Plyo Push-up,Plyo Push-up,,,Plyo Push-up,review_required,
f8d7664f-01f0-4a79-abd8-85bbe9f067ac,Posterior upper arm (left),Posterior upper arm (left),,,Posterior upper arm (left),review_required,
ded0fb25-cb67-47a2-9a29-23e7f14ae6ac,Posterior upper arm stretch (right),Allungamento,,,Allungamento,review_required,
18b57d25-5597-4b00-8237-cc359e4609c8,Power Snatch (ISSUE_ back on pick up a bit bend),esplosivo Schiena,,,esplosivo Schiena,review_required,
8d3afa33-7191-4f69-a9f6-81b20f55dd38,Preacher Curl,Curl,,,Curl,review_required,
339d8f8f-18e3-452a-ae66-f2b098382a84,Preacher Curl Dumbbell,Manubrio Manubrio,,,Manubrio Manubrio,generated,
34d8d81b-5883-4a90-bc74-4f1ec0cbce91,Preacher Curl EZ-Bar,Curl,,,Curl,review_required,
554adc08-afea-40c8-bf33-d4276e2d73d9,Preacher Hammer Curl,Curl,,,Curl,review_required,
430ce933-5f38-44b9-8b43-810da4ec536e,Preacher Hammer Curl Dumbbells,Manubrio Manubrio,,,Manubrio Manubrio,review_required,
e30e5898-057a-48f9-b667-010ed488c3ea,Prone W to lifts,Prone W to lifts,,,Prone W to lifts,review_required,
bf3b7d97-363c-45d7-91a3-43491c5a6f2a,Pseudo push ups,Push-up,,,Push-up,review_required,
d0fe829c-d734-4429-bcc1-7ac15f2e92e4,Psoas stretch,Allungamento,,,Allungamento,review_required,
a95a735d-411f-4edd-abd5-5f00e79874d4,Pull Up (Neutral Grip),presa neutra Tirata,,,presa neutra Tirata,review_required,
7194a0b3-ce5e-4aab-81dc-b6b2354c916b,Pull Up overhand,Tirata,,,Tirata,review_required,
874ef2ee-909f-44db-bd03-25ffd1e24a0d,Puppy pose,Puppy pose,,,Puppy pose,review_required,
c2410e7d-79c4-4593-82df-c42e8fd3450e,Push up burpees,Push-up,,,Push-up,review_required,
206a3084-ab16-4115-b18e-93c6c44e6cc4,Push up Circles,Push-up,,,Push-up,review_required,
9c454a78-ff62-49a9-9879-127b48d6f2ea,Push up hold,Push-up,,,Push-up,review_required,
e6348f43-b8ab-4e91-a211-0d766e35c9fe,Push up jack plank into toe touches,Push-up,,,Push-up,review_required,
1cecbe87-d29e-43af-bb44-5e1f409cd018,Push up to breakdancer,Push-up,,,Push-up,review_required,
c809dc45-6a40-4060-a8ac-24f3c62358f7,Push up to toe touches,Push-up,,,Push-up,review_required,
cbedc7e1-a023-41fb-938e-f62e0ffdb7d2,Push Up Wide,Push-up,,,Push-up,review_required,
b41a30a8-8a02-4101-a0a9-589efdbf786b,Push ups,Push-up,,,Push-up,review_required,
61654261-7fa6-4bd5-9cf1-04ab8c638e4f,Push Ups,Push-up,,,Push-up,review_required,
284b839e-ec4c-4551-ba9d-afbf32b60330,Push ups to toe touches,Push-up,,,Push-up,review_required,
c5f49fc9-4673-4cae-8a12-6c5a4e4934a4,Push-Up (Decline),declinato Declinato,,,declinato Declinato,generated,
67f7b774-4b0f-4252-b5df-2555e9f5d0c8,Push-Up Wide,Push-Up Wide,,,Push-Up Wide,review_required,
9d46942e-53df-455c-a996-8936145ab8d2,Push-Ups - Close Triceps Position (Diamond push ups),Push-up,,,Push-up,review_required,
c6453fa8-f869-43ed-8314-9fc093dc7351,Push-Ups (Decline),declinato Declinato,,,declinato Declinato,generated,
f860eed0-1645-401e-bfe0-ddbc4ba2df90,Pushups,Push-up,,,Push-up,review_required,
396dee3e-b0b6-409b-a331-47d3bd121ac8,Pyramid pose (left),Pyramid pose (left),,,Pyramid pose (left),review_required,
88d0a597-e95d-4c1a-a296-aa7315c3a53b,Pyramid pose (right),Pyramid pose (right),,,Pyramid pose (right),review_required,
cc3a2bb8-efcf-440d-9357-887ce0b04346,Quadriceps Roll,Quadriceps Roll,,,Quadriceps Roll,review_required,
a2ad1f3d-ac82-4d67-915c-6bd4f83e3813,Rack Pull,Tirata,,,Tirata,review_required,
24846377-a8c6-4955-86e6-00528b6e2b31,Rack Pulls,Tirata,,,Tirata,review_required,
843c04e2-6344-48ad-8641-0321a60dbb63,Reclined butterfly,Apertura,,,Apertura,review_required,
1523b6fd-d8b9-4406-b188-5d1545dd0cb2,Reclined pigeon pose (left),Reclined pigeon pose (left),,,Reclined pigeon pose (left),review_required,
6810be7c-d51f-42d4-8685-4866fc3828e1,Reclined pigeon pose (right),Reclined pigeon pose (right),,,Reclined pigeon pose (right),review_required,
1f636f46-0bc3-417d-a3ac-93108ecc26ec,Reclined windshield wipers,Reclined windshield wipers,,,Reclined windshield wipers,review_required,
ad8f28d1-cf33-4e80-9686-0742404566e3,Resistance Band Row,con elastico Elastico,,,con elastico Elastico,generated,
7cfe78ab-8d77-4142-8199-51d3f48b9430,Reverse Cable Preacher Curl,Cavo Cavo,,,Cavo Cavo,generated,
f77e760b-7f45-45b2-a34b-e8e8b3b1ab45,Reverse Fly,Apertura,,,Apertura,review_required,
c265b4e3-ab8d-4141-9d7e-462e2c329d1b,Reverse fly plank to plank hop,Plancia,,,Plancia,review_required,
e27c74a9-69aa-4b0f-aa5f-1c675d5fe26e,Reverse grip bent over rows,Rematore,,,Rematore,review_required,
6b58c0da-6795-4103-bbed-6c3e540c1c16,Reverse Grip Skull Crusher,Reverse Grip Skull Crusher,,,Reverse Grip Skull Crusher,review_required,
55df26c1-83f4-439a-89be-22c156a3e118,Reverse Lunge into Knee Drive,Affondo,,,Affondo,review_required,
808799af-013a-4f71-94e7-3fdea59b9ecf,Reverse lunge to knee drive,Affondo,,,Affondo,review_required,
f8a04b5e-b762-48eb-8528-de28f5c321b7,Reverse Lunge with Kettlebell,Kettlebell Kettlebell,,,Kettlebell Kettlebell,review_required,
cea24bde-a9ce-4de1-93e6-3c019e1520d2,Reverse Lunges,Affondo,,,Affondo,review_required,
27114339-579a-4a81-a673-52126b81f475,Reverse Plank,Plancia,,,Plancia,review_required,
90a03a51-07e2-4acd-b893-d5c58a273587,Reverse Preacher Curl,Curl,,,Curl,review_required,
07cd2836-405f-4b66-9b80-2d69b1fabb6a,Reverse push ups,Push-up,,,Push-up,review_required,
4f5e0bcb-7424-4d6b-b837-5c3eda01c15c,Reverse Snow Angels,Reverse Snow Angels,,,Reverse Snow Angels,review_required,
daeabed2-d92e-4de2-87c0-138bcc0009b4,Reverse Step Up,Reverse Step Up,,,Reverse Step Up,review_required,
87cb06b9-6563-4676-b796-b02f68af48b5,Reverse warrior (left),Reverse warrior (left),,,Reverse warrior (left),review_required,
4fe0ae5d-b04a-437b-be8a-ce6636c08348,Reverse warrior (right),Reverse warrior (right),,,Reverse warrior (right),review_required,
db3c3c60-a406-45e8-a477-8c5c1bf41870,Revolved chair pose (left),Revolved chair pose (left),,,Revolved chair pose (left),review_required,
2ea5aa3e-034c-45a7-862a-d2f324671901,Revolved chair pose (right),Revolved chair pose (right),,,Revolved chair pose (right),review_required,
c0320e6b-e7e0-4cef-ba0d-dd5e66b2ebf1,Revolved triangle pose (left),Revolved triangle pose (left),,,Revolved triangle pose (left),review_required,
6347356d-6248-444f-92b2-47de72d5f96e,Revolved triangle pose (right),Revolved triangle pose (right),,,Revolved triangle pose (right),review_required,
73097e75-dc6b-4be4-bf4a-b3f176d8ff10,Rocking horse push up into explosive jump,Push-up,,,Push-up,review_required,
3ed1db96-1767-4ce2-a245-56b4a2967419,Run,Run,,,Run,review_required,
4c257ac2-d310-40aa-8797-33d138519135,Run in place,Run in place,,,Run in place,review_required,
4088ec8b-252e-4444-86ef-9fa59010e9fd,Russian Twist,Russian Twist,,,Russian Twist,review_required,
1328cea8-8e8b-4a64-9f6a-10d8031b2f27,Russian Twist - no weight,Russian Twist - no weight,,,Russian Twist - no weight,review_required,
75649a91-b901-4140-ab80-3052a3afed27,Russian Twist - Weighted,Russian Twist - Weighted,,,Russian Twist - Weighted,review_required,
10affa59-53b8-40a9-a06c-36b70d2bb005,Russian twists,Russian twists,,,Russian twists,review_required,
a5eb6aec-09a0-428e-a5c1-13a0897416a4,Russian twists into seated knee tucks,Russian twists into seated knee tucks,,,Russian twists into seated knee tucks,generated,
ebb04889-8d61-4172-9c51-65ebe6c73c75,Russian twists with flutter kicks,Russian twists with flutter kicks,,,Russian twists with flutter kicks,review_required,
b94885af-ac1a-4fd6-ac86-39da579a215d,Sage marichi I pose (left),Sage marichi I pose (left),,,Sage marichi I pose (left),review_required,
6d518c05-cac2-4215-b71d-0b564ced5900,Sage marichi I pose (right),Sage marichi I pose (right),,,Sage marichi I pose (right),review_required,
42a043cf-29ba-4e98-a6fe-d9cbc61f7015,Scapula hold,Scapula hold,,,Scapula hold,review_required,
16a76541-f17e-49fe-832c-27776a9ec2e3,Scapula push ups,Push-up,,,Push-up,review_required,
f4f814a7-7f9f-4d09-8c9a-f07c27176967,Sciatic nerve flossing nerve glide with a chair,Sciatic nerve flossing nerve glide with a chair,,,Sciatic nerve flossing nerve glide with a chair,review_required,
c6a81317-685a-4478-b7aa-30743ef15034,Seal jacks,Seal jacks,,,Seal jacks,review_required,
2b2134be-9f7b-42d9-8739-1b24833c5e11,Seated ankle circles,Seduto Caviglia,,,Seduto Caviglia,generated,
ef55de8d-6d24-4983-99e0-0f50286c7a1e,Seated Barbell Military Press,Seduto Bilanciere Bilanciere,,,Seduto Bilanciere Bilanciere,generated,
185e82b2-9e20-4021-aa84-65c564aca016,Seated Cable Fly,Seduto Cavo Cavo,,,Seduto Cavo Cavo,generated,
60fa33db-7a56-4a6d-88a5-22f98a252ae1,Seated Cable Row Close Neutral Grip,Seduto Cavo presa neutra presa stretta Cavo,,,Seduto Cavo presa neutra presa stretta Cavo,generated,
c2595904-d93e-4807-a7fe-70019fce408f,Seated Cable Row close V bar,Seduto Cavo presa stretta Cavo,,,Seduto Cavo presa stretta Cavo,generated,
5025051b-e58e-42aa-ae78-5a9b11ef129c,Seated Cable Row Neutral Grip,Seduto Cavo presa neutra Cavo,,,Seduto Cavo presa neutra Cavo,generated,
9632f636-81ae-4951-9830-4970bbd41e42,Seated Cable Row Underhand Grip,Seduto Cavo Cavo,,,Seduto Cavo Cavo,generated,
d39e64fd-25ce-4ab6-9d01-5674d92b5478,Seated Cable Row Wide Grip,Seduto Cavo presa larga Cavo,,,Seduto Cavo presa larga Cavo,generated,
86e3a801-0f1c-4424-851f-4826c75d8f48,Seated Calf Raise Machine,Seduto Machine Machine,,,Seduto Machine Machine,generated,
2bdda28c-3fe2-4ecb-9a71-945a051d5bbd,Seated Calf Raises,Seduto Alzata,,,Seduto Alzata,generated,
f5aa2b23-405b-48a1-9538-302a41160cbd,Seated Dumbbell Curl,Seduto Manubrio Manubrio,,,Seduto Manubrio Manubrio,generated,
29e0d621-73e4-44da-9db7-10302fbe9503,Seated Dumbbell Curl - One Arm - Alternating,Seduto Manubrio Manubrio,,,Seduto Manubrio Manubrio,generated,
ec7c9b41-cfd7-414a-8fbe-8c46f0d3af78,Seated Dumbbell Press,Seduto Manubrio Manubrio,,,Seduto Manubrio Manubrio,generated,
